hih1=6.400 Number of points =130
     0.100000000E+00     0.100000000E-04     0.194979775E+00     0.149845011E-05     0.372307711E-01
     0.100000000E+00     0.177828000E-04     0.290207477E+00     0.347476752E-05     0.189280470E+00
     0.100000000E+00     0.316228000E-04     0.396055558E+00     0.773500772E-05     0.987624575E+00
     0.100000000E+00     0.562341000E-04     0.530595547E+00     0.251881980E-04     0.854977763E+01
     0.100000000E+00     0.100000000E-03     0.578086795E+00     0.429153665E-04     0.147189809E+02
     0.100000000E+00     0.177827900E-03     0.624161219E+00     0.737522653E-04     0.224402290E+02
     0.100000000E+00     0.316227800E-03     0.724439924E+00     0.225877034E-03     0.428118642E+02
     0.100000000E+00     0.562341300E-03     0.783433518E+00     0.404051133E-03     0.531958203E+02
     0.100000000E+00     0.100000000E-02     0.932636499E+00     0.151173888E-02     0.484023609E+02
     0.100000000E+00     0.177827940E-02     0.993916094E+00     0.224739264E-02     0.891274126E+01
     0.100000000E+00     0.316227770E-02     0.100102156E+01     0.226374484E-02     0.239210225E-03
     0.100000000E+00     0.562341330E-02     0.100030399E+01     0.221506779E-02     0.600890766E-11
     0.100000000E+00     0.100000000E-01     0.100029453E+01     0.219788492E-02     0.270236472E-10
     0.200000000E+00     0.100000000E-04     0.178629116E+00     0.738762356E-06     0.321517685E-01
     0.200000000E+00     0.177828000E-04     0.267039518E+00     0.171065826E-05     0.165432486E+00
     0.200000000E+00     0.316228000E-04     0.369326720E+00     0.387476556E-05     0.840485872E+00
     0.200000000E+00     0.562341000E-04     0.500902279E+00     0.126072943E-04     0.819457284E+01
     0.200000000E+00     0.100000000E-03     0.545572187E+00     0.210964490E-04     0.145407674E+02
     0.200000000E+00     0.177827900E-03     0.587910950E+00     0.354625757E-04     0.228606399E+02
     0.200000000E+00     0.316227800E-03     0.675932985E+00     0.102486845E-03     0.483545101E+02
     0.200000000E+00     0.562341300E-03     0.724863465E+00     0.178500394E-03     0.654603578E+02
     0.200000000E+00     0.100000000E-02     0.842926846E+00     0.574820500E-03     0.946288254E+02
     0.200000000E+00     0.177827940E-02     0.916517529E+00     0.115467924E-02     0.871931141E+02
     0.200000000E+00     0.316227770E-02     0.986844524E+00     0.195276592E-02     0.299039612E+02
     0.200000000E+00     0.562341330E-02     0.100069029E+01     0.201750269E-02     0.227275852E-04
     0.200000000E+00     0.100000000E-01     0.100059120E+01     0.201257420E-02     0.182613011E-14
     0.300000000E+00     0.100000000E-04     0.167885030E+00     0.455238882E-06     0.284763862E-01
     0.300000000E+00     0.177828000E-04     0.251656766E+00     0.105247525E-05     0.147020109E+00
     0.300000000E+00     0.316228000E-04     0.351151484E+00     0.240642010E-05     0.744338653E+00
     0.300000000E+00     0.562341000E-04     0.481411550E+00     0.789267606E-05     0.786051874E+01
     0.300000000E+00     0.100000000E-03     0.524655472E+00     0.131162341E-04     0.142015508E+02
     0.300000000E+00     0.177827900E-03     0.565134851E+00     0.218490533E-04     0.226498208E+02
     0.300000000E+00     0.316227800E-03     0.647380972E+00     0.611921209E-04     0.502890287E+02
