hih1=1.000 Number of points =130
     0.100000000E+00     0.100000000E-04     0.171010679E+00     0.130376376E-05     0.227406214E-01
     0.100000000E+00     0.177828000E-04     0.301704729E+00     0.422844352E-05     0.241335137E+00
     0.100000000E+00     0.316228000E-04     0.433495638E+00     0.104536431E-04     0.157203089E+01
     0.100000000E+00     0.562341000E-04     0.531585639E+00     0.239673942E-04     0.680342078E+01
     0.100000000E+00     0.100000000E-03     0.593460837E+00     0.475077499E-04     0.144786329E+02
     0.100000000E+00     0.177827900E-03     0.659682324E+00     0.102721850E-03     0.259406117E+02
     0.100000000E+00     0.316227800E-03     0.723393053E+00     0.208668225E-03     0.386581937E+02
     0.100000000E+00     0.562341300E-03     0.806717543E+00     0.481698902E-03     0.525218017E+02
     0.100000000E+00     0.100000000E-02     0.895398914E+00     0.103574755E-02     0.548902187E+02
     0.100000000E+00     0.177827940E-02     0.993050538E+00     0.215405862E-02     0.183272981E+02
     0.100000000E+00     0.316227770E-02     0.100026285E+01     0.226005418E-02     0.279363632E-10
     0.100000000E+00     0.562341330E-02     0.100025401E+01     0.224620455E-02     0.279405145E-10
     0.100000000E+00     0.100000000E-01     0.100023721E+01     0.221792383E-02     0.279415069E-10
     0.200000000E+00     0.100000000E-04     0.154030642E+00     0.578525033E-06     0.184668164E-01
     0.200000000E+00     0.177828000E-04     0.273600099E+00     0.188887341E-05     0.198207034E+00
     0.200000000E+00     0.316228000E-04     0.400280284E+00     0.474520358E-05     0.134528587E+01
     0.200000000E+00     0.562341000E-04     0.496581677E+00     0.108643188E-04     0.633218195E+01
     0.200000000E+00     0.100000000E-03     0.554722558E+00     0.210754053E-04     0.142209661E+02
     0.200000000E+00     0.177827900E-03     0.614390740E+00     0.438389353E-04     0.270065452E+02
     0.200000000E+00     0.316227800E-03     0.669010502E+00     0.849319876E-04     0.435492240E+02
     0.200000000E+00     0.562341300E-03     0.736331083E+00     0.184591397E-03     0.680727068E+02
     0.200000000E+00     0.100000000E-02     0.805498039E+00     0.383005216E-03     0.904532048E+02
     0.200000000E+00     0.177827940E-02     0.898518051E+00     0.898821746E-03     0.980037098E+02
     0.200000000E+00     0.316227770E-02     0.991955982E+00     0.188215848E-02     0.376389784E+02
     0.200000000E+00     0.562341330E-02     0.100060529E+01     0.200749258E-02     0.280039575E-10
     0.200000000E+00     0.100000000E-01     0.100059681E+01     0.199797737E-02     0.279419621E-10
     0.300000000E+00     0.100000000E-04     0.144985743E+00     0.356575608E-06     0.163678842E-01
     0.300000000E+00     0.177828000E-04     0.258426967E+00     0.116821473E-05     0.176611682E+00
     0.300000000E+00     0.316228000E-04     0.382015310E+00     0.296411367E-05     0.122227863E+01
     0.300000000E+00     0.562341000E-04     0.477742513E+00     0.681946262E-05     0.600846300E+01
     0.300000000E+00     0.100000000E-03     0.534417953E+00     0.131683131E-04     0.138591954E+02
     0.300000000E+00     0.177827900E-03     0.591555723E+00     0.270860381E-04     0.268907220E+02
     0.300000000E+00     0.316227800E-03     0.642853337E+00     0.515740336E-04     0.446701784E+02
     0.300000000E+00     0.562341300E-03     0.704187848E+00     0.108769129E-03     0.737937968E+02
     0.300000000E+00     0.100000000E-02     0.765008081E+00     0.218680082E-03     0.105919526E+03
     0.300000000E+00     0.177827940E-02     0.845416017E+00     0.502164992E-03     0.136523001E+03
     0.300000000E+00     0.316227770E-02     0.940785528E+00     0.116488880E-02     0.121533907E+03
     0.300000000E+00     0.562341330E-02     0.100073378E+01     0.187973739E-02     0.132486127E+00
     0.300000000E+00     0.100000000E-01     0.100073795E+01     0.187356766E-02     0.279424148E-10
     0.400000000E+00     0.100000000E-04     0.138988079E+00     0.252429762E-06     0.150450361E-01
     0.400000000E+00     0.177828000E-04     0.248288293E+00     0.828846228E-06     0.162879399E+00
     0.400000000E+00     0.316228000E-04     0.369640864E+00     0.211771723E-05     0.114125083E+01
     0.400000000E+00     0.562341000E-04     0.465058925E+00     0.489526831E-05     0.577513060E+01
     0.400000000E+00     0.100000000E-03     0.520879374E+00     0.944038748E-05     0.135609600E+02
     0.400000000E+00     0.177827900E-03     0.576553427E+00     0.193269690E-04     0.266152767E+02
     0.400000000E+00     0.316227800E-03     0.626052560E+00     0.365034614E-04     0.448687750E+02
     0.400000000E+00     0.562341300E-03     0.684249558E+00     0.757319406E-04     0.763861966E+02
     0.400000000E+00     0.100000000E-02     0.740580098E+00     0.149107777E-03     0.114371628E+03
